Geneid,control Evs_1,control Evs_2,control Evs_3,LPS Evs_1,LPS Evs_2,LPS Evs_3,IL-10 Evs_1,IL-10 Evs_2,IL-10 Evs_3,TGFB Evs_1,TGFB Evs_2,TGFB Evs_3
Ncstn,5750,330,0,203,263,400,31,501,1170,327,763,147
Pex19,3164,308,402,151,128,706,210,152,1357,153,690,164
Crhr2,132,0,3,27,45,75,0,4,0,7,10,0
Cyp4f18,124,152,137,144,79,479,0,1,439,0,6,43
Impdh1,1101,170,24,208,126,281,32,1,1024,149,210,86
Dusp3,399,372,666,277,220,369,789,488,1121,71,825,677
Ess2,1459,0,95,36,70,122,74,0,0,0,162,0
Slc25a1,1600,904,422,324,208,636,541,569,1326,1146,624,1080
Dgcr6,845,242,409,267,107,365,395,241,523,107,364,111
Ddr1,0,0,0,0,34,29,0,0,0,0,0,0
Ier3,1874,411,400,1665,860,2462,350,321,414,92,537,181
Klc4,2904,841,822,750,283,587,1010,1386,2605,2622,2673,2416
Ercc1,313,0,0,90,58,62,0,0,139,0,71,44
As3mt,0,0,0,38,201,176,0,0,0,0,0,0
Homer3,201,6,75,41,67,83,88,1,221,0,157,43
Crtc1,245,69,76,198,146,173,115,119,73,0,105,104
Rnf215,0,0,0,1,21,45,54,0,0,0,0,8
Sec14l2,201,18,219,13,17,64,50,0,80,0,50,95
Aven,239,101,121,236,336,365,139,173,75,49,203,227
Cp,0,0,0,12,58,39,0,0,0,0,0,0
Crot,1037,0,231,141,178,378,16,0,544,164,200,167
Rps6ka1,2787,761,815,382,272,830,227,265,541,24,760,147
Snrnp200,1387,316,812,234,562,990,566,926,3702,87,441,180
Ciao1,1285,312,368,1279,351,857,484,230,1126,0,707,243
Taf6l,366,0,0,28,124,131,28,0,21,0,355,21
Insig2,2486,885,1850,362,148,877,1604,1502,1574,272,1899,1055
Kpna6,1254,262,357,259,172,247,1056,987,430,195,1208,1260
Man1a,1119,109,197,7,248,107,0,308,26,0,127,39
Itpkc,0,0,0,56,13,127,0,0,0,0,57,77
Coq8b,0,51,41,38,35,100,0,41,84,0,2,55
Brd8,451,256,78,374,518,498,117,88,116,54,358,280
Kif20a,1321,243,204,99,114,247,0,136,0,0,249,0
Farsa,2266,331,634,422,189,352,68,622,341,0,513,170
Gcdh,1433,0,145,30,77,201,80,0,547,0,432,0
Mast2,32,357,337,354,120,435,104,573,1111,121,371,224
Dnase2a,3682,277,212,228,279,721,235,348,857,80,524,581
Rad23a,1213,149,324,228,152,352,232,23,452,202,783,262
Calr,23001,3165,6171,10555,4875,10817,1875,2628,5691,1443,3446,921
Syce2,469,106,417,368,171,154,335,118,417,60,397,313
Nfat5,3,0,1,68,285,254,38,0,49,8,30,36
Nob1,918,114,26,133,80,149,214,225,4,199,342,101
Nqo1,234,0,0,117,110,192,0,0,2,0,83,2
Ppfia3,0,0,0,27,102,172,34,0,0,0,59,0
Gys1,1977,1295,1148,1151,393,952,1595,1700,1726,487,1573,808
Ruvbl2,1317,316,398,176,176,123,116,180,25,184,410,79
Bax,2840,595,892,732,308,915,444,471,960,106,809,338
Il7r,0,0,0,3,66,63,0,0,0,0,0,0
Tfam,1154,9,358,413,204,392,293,133,324,251,367,424
Zfp81,0,195,1,76,280,149,10,0,20,0,26,53
Mmd,1034,185,100,4,28,127,130,94,14,117,74,19
Fam162a,616,286,168,156,92,231,201,71,576,366,322,187
Rpl8,7339,9301,10033,6310,2303,6985,12564,10491,11668,12757,16468,16505
Fancl,506,38,0,108,50,115,0,72,0,185,46,29
Gstm5,393,372,389,122,66,153,43,26,460,161,488,105
Gstm3,21,0,1,8,3,11,0,0,3,0,3,0
Stat3,5601,662,222,204,320,436,388,323,1901,434,955,436
Stat5a,528,190,0,56,139,120,29,263,0,10,14,88
Map3k11,377,458,2,92,125,134,186,277,648,153,365,129
Akt2,977,907,842,259,153,380,789,280,376,216,1108,537
Dnaja3,1604,449,816,488,211,330,158,374,954,1152,1040,139
Hmox2,349,102,170,103,125,265,110,44,899,172,202,27
Cdip1,1474,969,1085,432,395,938,501,69,490,200,1586,462
Map3k20,1925,591,485,137,390,465,856,591,441,737,1271,810
Cwc15,1262,290,448,518,158,397,228,252,734,12,345,167
Col5a3,0,0,1,26,90,124,0,0,0,0,0,0
Dnmt1,3121,283,726,184,194,312,216,337,538,683,812,71
Ppan,1016,170,320,229,109,130,141,353,58,30,362,139
Angptl2,1983,554,1113,331,192,1538,158,534,1109,1060,567,199
Cacna1e,0,0,0,186,451,399,2,0,0,1,0,5
Cacna1b,0,0,0,50,67,57,10,5,0,0,0,0
Trmt10a,0,144,5,190,128,102,4,4,11,0,86,151
Etv1,233,22,200,146,286,299,94,37,315,18,258,41
Kifc2,0,0,0,0,29,9,0,0,0,0,0,0
Psap,52594,8386,16091,6625,4190,11650,6235,4852,23352,4941,15888,5688
Ikbkg,1769,331,480,481,123,1352,664,940,662,500,885,778
Wars2,2,9,278,67,217,201,10,73,0,0,13,28
Phb2,4089,1390,1903,1653,605,1531,1754,1095,2010,1787,2653,1726
Ptpn6,6485,1413,2216,579,338,1245,434,983,2242,281,2058,1022
Eno2,0,0,17,30,119,110,18,125,463,0,355,11
Emg1,782,686,445,640,379,579,679,209,1069,56,898,713
Lpcat3,1749,140,184,294,63,339,76,212,245,0,490,95
Atp6v1f,7759,1234,2334,2091,843,2471,864,917,2610,416,1748,761
Clcn5,254,223,56,143,280,400,142,38,25,4,77,144
Clcn3,979,149,0,77,330,446,238,0,15,166,235,258
Pde1c,0,0,0,65,308,175,0,0,0,0,7,0
Utp20,0,369,0,38,191,92,0,0,0,0,582,226
Spic,0,0,0,42,37,38,0,0,0,0,43,0
Cul3,1,218,51,10,102,69,108,114,174,0,177,116
Large1,136,126,34,109,151,149,0,0,20,0,443,13
Ddx56,2592,217,570,456,282,571,498,353,1292,360,725,445
Tmed4,3586,237,0,170,108,364,107,49,682,182,608,39
Col26a1,0,0,0,39,108,113,0,0,0,0,0,0
Bid,3172,395,497,515,137,355,138,257,298,0,180,202
Ralb,3080,1838,1822,955,473,938,2782,2010,2813,1849,2295,2780
Ppp1cc,2122,1237,2002,586,317,938,1848,1414,1970,1448,2023,1267
Dnajb11,2160,1061,456,260,116,526,603,453,2455,369,1039,685
Tbccd1,0,331,3,12,71,185,154,161,479,0,521,115
Clec11a,0,0,0,35,25,27,13,0,0,0,0,0
Zfp324,0,0,0,23,212,127,95,0,0,0,0,0
Gab2,1577,80,0,738,325,267,368,803,0,117,292,650
Coro1c,9336,1735,2106,653,372,870,1759,1294,2107,1950,2789,2039
Tax1bp1,11644,348,2430,660,655,1220,369,615,1887,122,2490,428
Ctse,22,0,0,75,54,65,28,23,79,0,10,0
Mettl17,148,108,0,1,114,129,198,0,539,0,404,244
Arhgef40,89,835,753,687,240,495,1036,936,970,673,633,843
Pnpla6,11,0,0,51,91,117,0,38,0,0,69,73
Mcoln1,3576,254,411,293,247,481,146,365,1601,0,1201,8
Arhgef18,725,0,0,71,218,272,61,147,0,0,8,432
Pkn2,485,78,221,223,253,435,292,290,396,28,272,273
Cd33,2757,151,843,15,176,550,160,35,746,233,1495,250
Etfb,140,48,40,79,39,59,34,15,36,0,47,28
Stxbp2,6760,1373,1515,735,493,1469,617,603,2254,388,1923,757
Sgce,311,0,0,54,289,245,10,17,0,0,112,0
Wwox,0,19,0,107,87,181,9,0,246,77,102,85
Slbp,712,139,144,64,268,605,167,164,407,8,715,45
Arid3b,0,0,0,41,96,179,82,0,0,0,52,39
Cnn2,0,0,0,14,67,62,12,0,0,0,0,0
Polr2e,1689,259,454,675,362,648,295,336,1215,255,919,488
Abca13,0,0,53,73,196,129,0,0,0,0,0,0
Myo9b,3177,220,417,30,237,364,62,0,948,0,53,47
Hdac9,0,0,0,44,187,184,0,0,0,0,0,0
Ly9,681,155,0,112,106,33,107,0,650,0,294,28
Cd244a,0,0,0,56,242,243,34,0,0,0,43,17
Adgre1,17706,3579,1633,1670,1102,3455,1013,491,6125,530,6134,1973
Mtfp1,294,98,0,1,42,50,49,1,0,0,95,0
Rab23,0,0,0,53,166,239,79,72,0,0,99,42
Rab11a,1744,243,551,209,214,541,244,386,1533,654,492,177
Eif2b2,1121,249,186,191,156,513,241,0,429,154,311,94
Dlst,1462,348,297,322,398,558,296,178,641,289,597,561
Pgf,0,0,2,1,27,76,0,0,0,0,43,0
Ulk2,0,0,7,66,142,196,0,0,0,4,0,116
Ccl24,0,0,0,44,5,2,6,0,0,0,0,0
Dgkq,2,0,0,2,11,21,0,0,0,0,0,0
Grap,0,0,0,0,20,13,0,0,0,0,0,0
Chmp2b,1349,161,433,156,43,215,189,152,119,95,486,118
Plod3,934,1075,450,243,113,193,359,461,161,408,833,434
Ap1s1,5118,1639,1393,1433,524,1394,839,897,3679,380,1567,690
Srpk1,3782,521,597,451,464,619,682,462,763,502,1080,919
Pax3,0,0,11,54,149,149,0,0,0,9,10,72
Lbr,409,0,243,49,198,130,62,228,0,0,171,67
Prcc,346,20,130,55,50,114,22,0,0,54,84,35
Rrnad1,558,37,113,258,359,342,21,24,11,16,249,24
Hdgf,2229,387,1273,1039,627,1468,559,722,835,48,867,482
Thop1,1947,163,74,527,107,178,356,261,54,3,314,359
Apba3,909,171,166,141,73,308,66,0,0,185,81,23
Pias4,794,210,332,12,160,370,224,48,189,0,235,266
Map2k1,1464,505,435,456,185,476,108,499,1731,676,746,66
Sgta,3831,221,675,230,273,647,254,11,254,315,308,565
Tmem242,420,202,214,285,174,452,213,164,534,190,423,153
Dtx2,534,90,183,62,84,170,8,81,170,0,55,25
Rasa4,0,65,22,23,175,147,47,192,390,0,1,20
Hnrnpa2b1,5209,1052,2601,1463,919,1688,833,1035,2756,243,1493,726
Ccdc130,0,120,195,3,76,369,64,112,0,0,74,33
Mri1,3131,337,542,699,398,778,287,312,1910,277,630,473
Prkacb,1013,970,1029,489,355,523,1036,603,312,828,1706,1100
Sgsh,44,62,0,7,27,13,0,0,15,0,40,41
Chd5,0,0,10,12,63,42,4,0,0,0,0,0
Cstb,13001,2439,4387,4751,2005,5336,1031,1277,6412,766,3331,522
Sh2b2,853,118,419,93,92,209,81,295,0,0,267,113
Pex5,1212,1031,2064,357,129,504,2153,1488,282,1908,2528,2856
Jkamp,539,332,161,117,127,256,265,155,183,58,380,67
Cd44,3878,181,477,185,341,649,82,9,541,0,695,83
Slc1a2,0,0,42,92,241,110,0,46,0,0,0,1
Eif2ak4,2524,396,687,244,506,577,644,418,495,658,1305,1527
Wdr1,4814,538,1510,464,372,757,701,1174,2992,134,2249,1135
Slc2a9,838,0,166,3,54,138,0,35,0,0,0,0
Ndrg1,4209,242,527,148,114,226,284,129,1098,185,832,300
4930550C14Rik,0,0,0,0,21,3,0,0,188,0,0,0
Man2b1,8006,1239,1261,369,318,1705,98,547,2136,243,957,373
Wdr83,873,127,45,93,96,121,120,93,621,0,229,39
Prdx2,4618,1905,1408,1167,639,1242,1423,1062,3151,785,3241,2005
Polr2a,984,154,263,33,77,173,1,5,132,0,76,162
Senp3,317,394,9,371,150,69,234,212,280,53,184,370
Plekha8,374,810,953,535,277,414,1357,576,466,908,1449,1703
Spc25,426,115,1012,212,184,206,349,219,367,146,522,397
Dnah2,0,0,1,64,127,187,0,0,0,0,0,0
Ufd1,1066,82,199,71,129,313,4,0,153,19,188,23
Zfp287,0,6,4,8,45,87,4,1,0,0,163,55
Prlr,0,0,144,153,178,180,0,0,0,0,0,0
Letm1,761,10,270,242,169,324,11,0,6,89,189,79
Ubqln1,1592,734,2085,810,417,725,731,304,726,239,1194,936
Fgfr4,1,6,18,99,79,142,9,15,16,6,3,2
Txn2,3421,1540,1988,1967,783,1746,2474,1889,3243,816,2592,2542
Slc1a3,0,0,12,144,432,285,0,1,0,0,0,0
Crbn,1087,0,147,23,228,272,105,0,0,0,0,0
Msh6,1080,484,71,65,144,134,145,43,1325,0,620,84
Fbxo11,0,17,129,13,40,94,0,0,0,69,93,1
Mlxipl,0,0,0,29,33,50,0,0,0,146,0,0
Tbl2,296,1542,492,370,100,649,920,866,47,1249,1538,853
Bud23,1107,106,308,410,132,277,118,85,258,27,209,161
Mcm5,858,604,574,1329,297,1172,635,288,207,0,983,598
Hmox1,12284,2406,3618,2188,1484,2937,1074,869,8236,177,3691,206
Mprip,39,656,668,300,444,780,789,268,681,161,845,1116
Cic,88,1326,677,261,89,295,1632,1179,1504,1219,2250,1632
Il27ra,0,0,0,20,104,107,0,1,0,0,0,0
Prkaca,430,106,136,159,145,240,27,9,32,0,73,12
Asf1b,1354,0,21,116,153,209,30,74,917,0,342,18
Ddx39,3519,371,982,1009,488,1177,365,723,2371,975,1381,824
Dnajb1,727,138,225,114,107,188,56,17,438,0,99,71
Usp40,800,470,68,292,516,419,184,173,521,56,375,217
Kbtbd4,282,83,134,57,152,101,23,0,61,0,102,73
Celf1,1856,400,518,517,368,503,881,853,1957,818,1407,1806
Ndufs3,2593,734,827,782,392,772,476,229,1155,309,682,331
Por,7791,1635,153,326,413,699,152,367,604,196,670,275
Igf1r,26,13,101,170,363,316,30,31,1,0,105,42
Insr,0,153,403,125,356,241,51,0,0,0,204,170
Trim28,1095,1275,756,350,338,556,1039,735,1024,1601,2056,1524
Ube2m,281,67,386,127,212,245,86,182,255,14,183,176
Adcy9,181,0,68,52,78,37,47,0,0,0,20,43
Mef2c,474,255,459,80,273,272,344,380,7,92,876,430
Ctr9,2678,0,239,170,210,428,43,177,0,0,626,0
Eif4g2,16597,3157,4068,2207,1542,3347,2092,2121,4126,650,4370,2184
Pcyt1a,857,57,344,551,152,491,181,17,34,59,949,300
Zfp592,997,0,0,73,56,34,44,0,0,0,27,16
Psmd4,6487,1351,2203,1249,841,1684,838,419,2615,667,2116,1043
Tmod4,0,0,0,34,37,97,0,0,0,0,0,0
Snx6,3084,1079,1246,408,264,661,1537,977,805,1819,1889,703
Mthfd2,4043,1161,1121,931,353,979,1183,841,465,297,1505,971
Kit,0,0,0,5,134,102,0,0,0,0,0,0
Tomm40l,286,129,144,85,57,90,101,134,114,113,107,85
Apoa2,0,0,0,0,1,1,5,1,0,0,0,0
Pan2,552,19,0,14,151,304,7,0,450,0,12,34
Cs,5764,892,1695,987,433,918,1332,1172,2687,1658,2599,2506
Ampd3,2078,462,345,17,168,294,16,31,0,0,461,16
Bcas2,4878,713,892,1249,759,1225,1327,933,2236,744,1903,1588
Ctcf,627,98,432,103,220,140,7,62,12,0,389,106
Pard6a,185,17,7,0,14,47,33,0,136,0,87,59
Tfap4,0,42,0,9,21,25,5,34,1,0,11,8
Ranbp1,1470,118,277,429,143,454,173,98,796,62,424,193
Rfx5,332,0,0,8,43,57,22,0,0,0,138,151
Psmb4,4523,1705,2477,1825,808,2021,2332,1558,2883,2193,3344,2696
Mmp8,256,100,0,1,16,16,0,0,0,0,0,0
Slc30a4,161,486,596,228,104,387,1142,886,477,660,1290,933
Sqor,2775,73,712,295,277,327,98,0,1452,226,961,136
Bloc1s6,1114,377,538,342,263,384,127,301,1131,317,287,130
Metap1,2441,136,286,212,206,181,414,792,211,841,907,660
Gpr108,2687,452,352,162,238,781,219,0,519,656,350,188
Tnfsf14,0,119,0,7,18,38,105,0,109,0,0,0
Rsl1d1,4074,855,1118,482,322,811,384,872,1519,204,1772,635
Apc,122,29,0,239,164,212,319,257,11,0,266,586
Reep5,1358,593,513,352,167,408,351,240,702,107,560,199
Ergic3,6250,1121,951,534,460,1327,597,393,2622,461,1392,773
Uqcc1,1253,631,933,742,506,441,610,525,842,457,1133,487
Ncoa2,886,12,0,125,255,168,6,0,0,0,265,166
Nr2c2,0,500,634,80,154,180,443,139,209,54,348,414
Nr2c1,198,0,171,272,38,101,35,0,0,77,113,0
Smpd4,0,33,1,34,343,262,16,3,0,0,28,254
Pex1,439,157,0,57,113,137,0,0,495,0,138,0
Kctd20,2098,1615,1995,702,251,673,2592,2178,2781,1794,2815,3330
Ctns,2049,359,0,11,74,236,132,0,1198,0,409,24
Shpk,0,0,0,0,13,4,0,0,0,0,0,0
Ephb3,775,0,0,3,41,246,0,0,5,0,18,0
Tuft1,425,0,1,61,101,282,4,0,0,152,280,23
Rcn1,368,385,499,243,114,124,773,267,713,245,1058,671
Dnase1,106,0,0,0,9,1,0,0,0,0,0,0
Trap1,3321,668,925,199,364,940,463,423,2119,354,1009,329
Naa60,720,71,0,30,23,288,73,167,802,512,279,65
1700037C18Rik,82,35,0,55,67,60,13,22,0,0,0,0
Ankrd13d,0,0,261,72,13,24,0,0,0,0,17,0
Tpr,1844,722,179,786,624,1306,244,456,499,199,611,152
Odr4,2318,292,8,100,218,285,142,102,76,0,283,44
Prg4,0,0,0,17,83,28,0,0,0,0,0,0
Dhx34,778,155,0,14,114,49,141,514,0,10,34,159
Kptn,222,91,0,55,130,39,10,0,0,0,72,38
Napa,7964,761,1226,1316,412,1463,455,621,3388,456,1842,493
Sra1,2106,155,517,309,271,501,74,233,991,73,475,88
Atp5g1,3158,1959,2417,2246,946,2899,1679,1241,2945,989,1847,1527
Snf8,666,367,300,915,300,791,810,582,630,448,654,456
Tbcb,1398,426,427,207,145,377,153,275,178,361,506,29
Inpp5k,1284,122,0,5,104,159,0,29,0,0,218,0
Crkl,531,281,250,209,166,159,120,212,0,719,325,272
Clint1,1793,439,4,103,132,398,325,223,751,0,783,51
Prss16,0,98,376,35,15,39,64,112,212,0,184,173
Cdkal1,382,116,296,70,186,218,11,3,19,0,166,0
5430419D17Rik,0,0,0,45,146,201,0,0,0,0,0,0
Htra1,19,130,190,125,86,207,66,67,188,187,204,23
Zbtb17,760,152,229,277,72,327,122,10,0,0,224,174
Fblim1,4152,510,262,579,214,1034,859,518,1663,616,2291,1447
Hspb7,0,100,0,60,12,61,0,212,0,288,10,62
Ccdc159,260,122,40,16,45,37,18,0,0,0,0,165
Mob1b,130,5,42,82,160,157,55,4,72,0,19,141
Atp6v1b2,25165,11330,13644,2925,2031,6180,13393,8809,11809,6270,16847,10495
Eps15l1,164,289,257,143,113,200,277,222,32,536,344,103
Tep1,1059,91,473,320,208,492,358,288,402,122,808,546
Ttc5,1491,0,558,163,190,192,167,0,9,0,324,160
Osgep,948,59,249,169,162,410,239,276,125,1,689,175
Aamp,4605,422,295,549,318,966,211,468,1171,176,626,252
Tmbim1,3105,1185,458,285,304,764,492,463,712,242,1809,811
Arpc2,12519,2142,3847,1976,1309,2810,1414,1863,5569,356,3763,1271
Kmt2b,0,0,0,36,94,160,95,0,21,0,103,110
Zbtb32,0,51,0,131,27,46,74,110,0,10,4,132
Tmem147,1133,543,722,321,270,841,265,517,800,151,566,244
Rps9,12057,7701,8746,6131,2043,5688,9897,8515,11823,8599,11407,11556
Tfpt,232,96,0,58,64,121,48,19,0,0,50,27
Susd2,0,0,0,7,102,33,0,0,0,0,0,0
Ggt5,0,0,0,20,105,185,0,0,0,0,0,0
Cbfa2t3,0,0,5,25,131,76,0,0,0,0,0,0
Fbln1,777,0,104,13,23,76,6,0,0,45,253,2
Pgrmc1,777,72,369,1,75,124,39,67,948,262,84,99
Gcat,73,24,22,38,34,16,26,48,89,162,63,43
Elovl1,3154,315,379,194,139,415,100,0,1108,45,767,164
Med8,366,586,660,444,220,679,303,398,1010,121,615,454
Hyi,317,16,91,52,95,152,94,37,68,161,250,119
Cdc20,909,261,1170,279,193,627,247,0,1681,0,799,138
Adamts4,467,0,0,4,138,102,4,0,332,0,0,0
Nectin4,0,0,41,29,83,54,0,0,0,0,0,0
Pfdn2,1181,241,105,292,119,409,64,129,344,17,307,181
Rnf114,3423,676,816,413,387,656,905,470,1981,585,2627,1267
C330007P06Rik,2604,279,742,166,214,572,464,562,707,160,632,660
Neurl1a,8,0,0,8,73,109,31,1,0,9,97,33
Srm,3614,5344,3650,2141,746,1929,5403,4558,3820,2702,6329,4079
Epha2,0,0,0,5,21,5,0,0,0,0,1,0
Rbm14,554,157,184,23,130,52,154,22,504,320,288,225
Actn3,0,0,0,32,57,101,0,0,0,0,0,0
A530013C23Rik,0,0,0,35,23,10,5,0,0,0,0,0
Zdhhc24,1095,16,14,1,70,182,0,0,144,0,187,4
Bbs1,0,8,0,173,57,275,0,126,0,87,0,0
Ndor1,153,17,54,79,30,138,35,2,60,0,184,63
Nsmf,0,0,3,87,48,77,0,0,397,908,31,66
Pdk1,1635,2217,1281,788,334,649,1998,1276,1586,1783,2110,2386
Ptbp1,2607,314,1178,176,237,740,293,305,827,419,1137,666
Mvd,2849,740,855,559,218,821,655,442,1059,524,921,1028
Cyba,33890,5952,9068,4847,2677,7778,2566,3812,12274,2869,7356,1915
Tmem110,0,66,219,68,169,223,296,58,422,0,405,265
Sfmbt1,58,218,387,55,143,197,146,117,199,2,733,172
Rundc3a,131,0,311,82,37,59,100,68,9,233,143,156
Slc4a3,0,0,0,62,111,129,0,0,121,0,10,0
Cdt1,569,247,474,107,84,427,236,110,0,0,569,44
Aprt,5318,1376,1291,1647,595,1400,658,907,2673,971,1984,959
Gtf2h1,1798,926,1035,588,277,798,487,793,1066,0,1615,598
Hfe,519,231,105,1,64,452,258,181,493,136,232,447
Slc5a6,0,253,0,89,21,2,73,0,327,516,420,101
Qrich1,3443,253,464,122,240,357,223,394,1235,0,377,371
Usp19,3747,863,917,369,211,477,99,536,21,131,899,187
Pola1,488,8,365,112,196,163,159,102,11,7,112,103
Cdc42,10550,894,2340,1207,755,1726,743,1146,2238,520,2921,855
Pknox1,515,1072,718,179,264,625,1370,605,1594,1249,1786,1948
Gmnn,434,124,130,210,98,168,226,113,498,111,151,69
Acot13,517,228,191,212,76,250,119,331,502,144,271,24
Zfp184,0,0,24,91,26,1,0,0,0,0,14,0
Cdk4,8477,1552,3522,1437,863,2288,2742,2570,5147,1467,3929,2680
B4galnt1,1646,391,0,173,126,621,226,281,1107,0,486,400
Mettl1,263,67,275,108,140,236,209,275,287,87,162,209
Tspan31,2611,176,471,200,200,306,19,54,926,0,548,149
Kif5b,995,120,180,126,337,245,45,26,47,1,290,0
Saal1,419,26,6,120,141,319,163,1,268,0,183,316
Tph2,0,18,151,31,29,16,47,273,0,0,183,237
Cnp,1,0,193,43,83,18,65,0,0,0,136,21
Ttc25,18,142,118,120,124,264,148,177,173,72,61,153
Sulf2,3732,467,380,185,282,333,145,119,383,133,449,332
Sod2,2459,539,1005,903,659,1261,686,472,1203,368,1428,1042
Tmco6,238,0,0,14,35,28,84,0,0,0,13,0
Stambp,381,84,53,98,206,171,11,61,53,0,283,82
Ezh1,1207,222,725,56,145,193,174,1,0,210,657,183
Hap1,135,178,0,6,28,26,0,0,0,0,127,18
Ctnnb1,16088,2319,3315,1486,1158,3688,1404,1777,3334,295,4241,1098
Eif1b,252,591,559,211,140,468,417,543,399,144,607,724
Psmd2,19219,2208,3644,2105,1216,3131,1194,1769,2784,999,6257,1333
Syngr3,0,0,0,16,23,19,0,0,0,0,0,0
Vars,5159,1310,681,296,375,1085,1476,834,882,1086,628,1202
Hspa1l,0,14,1,0,2,0,9,0,65,0,11,0
Msh5,23,0,29,22,100,168,0,0,14,0,0,25
Abhd16a,632,771,96,204,157,308,286,0,389,659,599,102
Neu1,6952,971,1992,416,459,1603,358,578,3707,527,1293,94
Clic1,6884,859,2228,1207,669,1725,792,491,3839,346,2051,1039
Lsm2,871,506,427,380,203,317,623,652,531,379,625,646
Pole,0,0,0,62,293,181,23,0,100,4,0,20
Stx1a,0,0,0,11,43,127,32,0,0,0,0,0
Zfp775,0,0,0,1,32,131,95,95,0,0,156,150
Mrpl49,696,238,118,165,122,248,125,113,356,7,221,107
Dennd2c,0,137,0,131,357,356,295,0,206,0,24,294
Mark3,51,78,393,258,401,489,131,38,7,57,101,258
Gatad1,209,415,255,184,161,273,513,411,305,289,601,463
M6pr,7509,698,2063,545,448,1177,876,426,2628,32,1686,451
Lrrc8a,7,0,6,1,18,56,0,23,24,0,10,48
Ppp2r1a,5770,1309,1358,822,623,1162,270,335,1758,703,1453,483
Fance,598,143,2,18,45,118,211,129,1,439,129,360
Tinf2,515,19,29,284,103,202,125,0,186,376,263,49
Hapln4,0,33,622,48,35,19,57,0,0,0,273,29
Dus3l,630,0,246,234,61,123,106,0,618,29,204,0
Gtpbp3,0,0,0,15,75,102,1,0,292,1,137,59
Tgfbr1,0,18,263,30,76,46,27,252,659,208,573,808
Homer1,461,1,25,21,108,114,27,14,0,116,2,82
Rad51c,0,0,0,0,30,12,96,0,0,0,65,0
Arpp19,1079,250,501,640,334,620,291,225,578,252,594,350
Bcl2l1,1340,298,645,174,249,469,288,353,920,241,521,212
Khsrp,1056,34,398,94,145,224,118,129,71,87,451,138
Ccdc124,1009,238,512,499,148,310,274,209,664,231,436,363
Cct4,5951,5292,4338,1789,674,1447,6009,5019,3374,3720,8334,6638
0610009B22Rik,645,135,203,58,55,209,12,27,167,1,84,0
Cpt1c,81,26,0,98,178,96,0,0,0,0,0,0
Zfp655,1388,949,634,178,382,669,759,1219,350,1008,1569,1137
Rhoa,3191,341,787,494,312,790,216,301,1289,102,889,150
Zmiz1,1725,27,36,128,164,378,101,65,358,146,237,308
Ankrd26,256,132,33,68,126,175,74,243,0,15,112,49
Aldh16a1,1418,185,0,209,39,371,123,297,0,0,946,112
Hnrnpa0,155,88,79,79,82,147,111,112,124,10,94,72
Prrg2,0,0,0,25,16,77,19,1,19,0,100,0
Hnrnph1,828,337,205,90,126,189,167,124,573,1,64,169
Ift43,97,171,64,98,51,120,87,45,0,0,99,109
Id3,0,0,0,176,48,182,6,0,0,0,43,0
Arid1a,464,4,495,164,122,196,79,18,81,1,0,13
Ctsd,110981,17419,24110,6793,5269,22135,3509,7695,38190,6099,24008,5606
Rplp1,4646,6406,6556,6636,2425,6698,8185,6987,7153,8708,7601,9499
Abhd8,464,141,49,386,200,190,200,78,43,6,137,200
Ift22,1286,304,168,277,188,316,188,0,218,0,144,99
Mid1ip1,1265,420,187,219,84,196,227,76,882,135,413,323
Ap2s1,2498,400,1054,688,311,923,446,484,861,170,917,293
Fgfrl1,0,0,0,13,5,5,0,0,0,0,0,0
4930432K21Rik,329,0,0,8,19,16,0,0,0,0,0,10
Emc10,933,165,513,320,112,343,190,180,586,78,280,296
Clstn3,79,0,2,5,41,17,0,0,0,0,1,0
Fbxw9,174,0,270,21,45,68,0,0,222,218,90,87
Fnbp4,526,0,0,101,236,137,90,0,5,0,240,0
Cers4,0,0,0,49,103,113,0,0,0,0,0,0
Scrn3,447,12,1,77,122,202,21,46,670,13,66,211
Phax,713,221,329,188,103,184,183,0,370,257,428,246
Tle1,0,3,121,12,79,92,13,31,0,0,0,42
Relt,0,495,0,176,60,320,653,430,7,378,256,547
Snrpb2,1213,50,467,90,144,141,120,0,207,149,296,87
Ubc,6778,962,1681,1082,512,1429,464,539,2165,406,1597,592
Prpf31,1260,22,476,562,228,381,198,35,1050,0,656,77
Sertad1,144,65,209,0,19,0,19,59,0,0,0,15
Carhsp1,705,12,598,19,42,100,227,1,99,58,85,155
Elk3,52,108,592,85,37,41,210,58,216,122,210,356
Herpud2,580,157,223,7,79,217,68,0,291,10,67,4
Rdh13,196,0,5,56,162,301,77,253,40,119,144,210
Nutf2,1336,308,915,432,233,515,449,417,525,278,710,513
Arpc5,12622,2021,2765,2225,1094,2106,2819,2767,5657,1010,5055,2304
Elavl2,0,0,0,39,189,167,1,0,0,0,0,0
Pou2f2,105,0,59,67,29,15,20,0,56,0,36,9
Mgst1,5751,533,719,1022,291,1099,267,384,960,304,935,192
Nfib,0,0,3,27,254,152,0,5,6,0,0,0
Ubqln4,834,383,101,299,128,296,512,70,596,5,913,99
Rps18,19931,21006,21146,12281,4784,13618,28046,22976,24465,21499,29937,32020
Rpl10,12236,6908,8072,4228,2160,6037,6476,4818,7742,6676,8899,8473
