"","Geneid","control.Evs_1","control.Evs_2","control.Evs_3","LPS.Evs_1","LPS.Evs_2","LPS.Evs_3"
"Gm29367","Gm29367",0,0,0,1,66,87
"Gm28578","Gm28578",0,12,14,16,76,58
"Gm29170","Gm29170",0,83,0,51,3,18
"Gm4131","Gm4131",0,0,0,31,49,16
"Hand2os1","Hand2os1",0,0,1,39,300,152
"X2310039L15Rik","2310039L15Rik",0,0,0,39,148,95
"X4933436I20Rik","4933436I20Rik",0,0,0,119,219,125
"X2810414N06Rik","2810414N06Rik",0,0,84,1,8,11
"X1700120C14Rik","1700120C14Rik",120,792,628,631,222,535
"Gm29243","Gm29243",15,0,52,13,12,17
"X9430060I03Rik","9430060I03Rik",0,0,0,0,23,47
"F730311O21Rik","F730311O21Rik",23,0,0,10,25,19
"X1810044D09Rik","1810044D09Rik",0,0,119,39,2,32
"X2010320M18Rik","2010320M18Rik",0,131,190,126,44,60
"Gm28874","Gm28874",1,0,0,26,115,199
"Snhg14","Snhg14",0,1,0,13,100,77
"Gm10925","Gm10925",108,12,29,3,2,15
"Gm12669","Gm12669",21,26,36,11,30,18
"X2810454H06Rik","2810454H06Rik",0,10,0,14,72,83
"Gm10138","Gm10138",0,26,0,23,9,107
"Gm29666","Gm29666",252,1360,1365,1207,490,1228
"Gm28875","Gm28875",24,27,44,20,77,72
"Gm28437","Gm28437",175,16,46,0,5,32
"Gm17971","Gm17971",0,0,0,44,131,123
"Eif4a.ps4","Eif4a-ps4",610,67,111,96,69,108
"Gm28809","Gm28809",105,0,0,26,92,60
"X1700008J07Rik","1700008J07Rik",0,18,0,2,37,30
"Gm29216","Gm29216",91,7,10,6,0,16
"Dnah7c","Dnah7c",0,0,0,71,145,120
"Gm7901","Gm7901",93,42,48,24,18,30
"Zbed4.ps1","Zbed4-ps1",0,0,0,43,128,97
"C430002N11Rik","C430002N11Rik",0,0,0,34,11,24
"X1600010M07Rik","1600010M07Rik",0,19,0,28,22,37
"Gm20342","Gm20342",0,34,6,39,160,214
"Kcnq1ot1","Kcnq1ot1",0,53,60,294,530,330
"Gm7560","Gm7560",0,0,0,47,87,141
"Gm29371","Gm29371",0,0,0,1398,498,1451
"X2310040G24Rik","2310040G24Rik",39,0,0,55,43,41
"Gm11993","Gm11993",9,0,7,43,35,34
"X1700096K18Rik","1700096K18Rik",163,0,0,9,4,14
"X9130401M01Rik","9130401M01Rik",180,55,131,43,48,93
"Gm29291","Gm29291",0,0,0,9,39,24
"Gm28438","Gm28438",124,11,48,10,14,14
"Gm19085","Gm19085",0,0,0,55,123,75
"X1700027A15Rik","1700027A15Rik",0,0,0,18,14,19
"X1810026B05Rik","1810026B05Rik",0,0,36,36,81,22
"Gm20257","Gm20257",21,0,25,5,59,30
"Gm28661","Gm28661",153,10,44,10,4,24
"Zbtb11os1","Zbtb11os1",35,0,0,0,8,13
"Gm37109","Gm37109",0,0,0,86,183,107
"Gm37474","Gm37474",0,0,0,0,1,1
"Gm38171","Gm38171",0,0,0,17,55,34
"C230085N15Rik","C230085N15Rik",0,0,0,22,290,176
"X4930447F24Rik","4930447F24Rik",1490,380,343,69,60,242
"Gm37145","Gm37145",0,86,0,11,57,27
"Gm38190","Gm38190",0,0,0,59,264,212
"Gm37234","Gm37234",7,38,25,18,13,26
"Gm19938","Gm19938",0,12,0,24,137,203
"Gm38345","Gm38345",247,62,0,0,6,0
"Gm37975","Gm37975",0,0,0,61,83,183
"Gm36936","Gm36936",0,8,9,28,43,97
"Gm37101","Gm37101",0,0,0,48,132,182
"Gm37372","Gm37372",0,13,0,91,108,187
"Gm38137","Gm38137",0,0,0,26,93,55
"Gm37969","Gm37969",0,0,0,72,110,177
"Gm38386","Gm38386",0,0,0,1,25,0
"Thap6","Thap6",0,0,0,51,27,6
"Gm37080","Gm37080",0,0,0,67,144,71
"Gm37899","Gm37899",0,0,0,11,163,94
"Gm37219","Gm37219",0,0,0,114,144,53
"Gm37780","Gm37780",12,0,0,19,142,154
"Dchs2","Dchs2",0,0,0,67,144,68
"Gm6209","Gm6209",52,5,0,133,87,154
"Gm37183","Gm37183",0,0,0,38,164,156
"Gm38163","Gm38163",0,0,0,91,78,76
"Gm37478","Gm37478",0,0,0,35,125,95
"Gm37795","Gm37795",0,0,0,22,46,46
"Gm6185","Gm6185",0,0,0,71,143,131
"Pdcd5.ps","Pdcd5-ps",28,27,18,45,23,41
"Gm37084","Gm37084",0,0,1,19,31,44
"X2900097C17Rik","2900097C17Rik",3713,2728,1873,1240,673,1400
"X5830415G21Rik","5830415G21Rik",0,0,0,0,8,0
"Pcdhgc3","Pcdhgc3",122,72,0,0,5,13
"Gm37726","Gm37726",43,0,0,11,64,47
"Gm38115","Gm38115",0,0,51,42,137,184
"X9430034N14Rik","9430034N14Rik",0,0,0,21,48,107
"E430014B02Rik","E430014B02Rik",0,0,0,14,174,158
"Zc3h11a","Zc3h11a",12,5,1,22,56,62
"Gm4430","Gm4430",417,0,68,16,20,42
"Gm37503","Gm37503",44,0,0,11,57,59
"Gm8797","Gm8797",30,5,7,6,8,17
"Gm37309","Gm37309",0,0,0,79,187,74
"X4833445I07Rik","4833445I07Rik",0,0,0,47,1,1
"Gm37583","Gm37583",20,24,4,43,66,53
"Gm37393","Gm37393",0,0,0,65,147,41
"Gm37745","Gm37745",0,0,0,62,199,200
"C130012C08Rik","C130012C08Rik",0,0,4,8,10,9
"Gm37645","Gm37645",0,0,0,24,116,101
"Gm37730","Gm37730",0,0,0,25,110,99
"Gm37733","Gm37733",0,0,0,43,112,86
"Gm36527","Gm36527",0,0,0,1,169,166
"Gm37647","Gm37647",0,0,7,97,61,80
"Gm37274","Gm37274",201,144,0,9,33,28
"Gm37800","Gm37800",0,0,0,20,16,39
"Gm37052","Gm37052",0,0,172,14,65,26
"X6720464F23Rik","6720464F23Rik",0,0,0,38,135,125
"Gm37696","Gm37696",44,289,226,211,53,189
"Gm4430.1","Gm4430",0,0,0,7,7,7
"Gm38218","Gm38218",0,0,0,19,138,141
"Gm38069","Gm38069",0,0,0,73,155,43
"Gm38067","Gm38067",4,54,42,29,13,39
"Gm37115","Gm37115",0,0,0,35,144,51
"Gm38365","Gm38365",43,0,0,22,78,82
"Gm37352","Gm37352",0,0,0,0,0,38
"Gm37949","Gm37949",0,0,0,13,7,1
"Gm38391","Gm38391",0,0,0,1,13,1
"Gm37768","Gm37768",0,0,8,0,5,22
"Gstp.ps","Gstp-ps",42,5,16,25,18,30
"Gm37204","Gm37204",0,0,0,1,120,137
"Gm37531","Gm37531",0,0,0,75,191,156
"X4933431K14Rik","4933431K14Rik",0,0,59,0,12,0
"Gm30074","Gm30074",24,29,0,48,19,50
"Gm19026","Gm19026",0,0,0,38,114,35
"Gm20056","Gm20056",0,0,0,0,8,0
"Gm37250","Gm37250",0,0,33,2,146,54
"X9630010A21Rik","9630010A21Rik",0,0,0,45,138,67
"Gm30238","Gm30238",0,0,2,44,29,54
"Gm37940","Gm37940",33,0,0,30,80,97
"Tigd5","Tigd5",0,0,0,6,3,2
"Gm38227","Gm38227",0,0,0,23,74,88
"Gm10766","Gm10766",43,27,24,37,47,81
"Gm20045","Gm20045",0,0,0,23,134,111
"Gm38335","Gm38335",232,64,71,48,28,173
"Gm37566","Gm37566",0,0,0,60,152,60
"Gm38125","Gm38125",0,0,0,15,118,131
"Gm37199","Gm37199",5,2,0,65,30,23
"Gm37198","Gm37198",0,0,0,39,104,113
"Gm37877","Gm37877",0,0,0,76,113,97
"Gm37297","Gm37297",0,124,0,4,5,37
"Gm37485","Gm37485",9,51,94,40,24,28
"Gm36953","Gm36953",0,0,0,85,128,75
"Gm38248","Gm38248",167,40,7,114,395,344
"Gm38250","Gm38250",0,64,0,22,55,94
"Gm37985","Gm37985",0,0,0,50,286,196
"Gm7292","Gm7292",2,9,3,35,64,35
"Gm10862","Gm10862",0,0,0,35,122,142
"A130071D04Rik","A130071D04Rik",0,3,0,101,239,142
"Gm38042","Gm38042",0,106,0,34,178,140
"Gm38043","Gm38043",0,0,0,67,54,70
"C130089K02Rik","C130089K02Rik",0,0,0,1,55,32
"Gm37125","Gm37125",193,0,0,38,56,107
"X4933409D19Rik","4933409D19Rik",0,0,0,69,11,62
"Gm38082","Gm38082",214,0,4,44,51,48
"Gm37510","Gm37510",49,6,0,44,174,86
"Gm37033","Gm37033",0,0,0,27,112,78
"Gm37254","Gm37254",0,0,0,32,97,188
"Gm37963","Gm37963",15,119,180,71,10,85
"Gm37423","Gm37423",0,0,5,80,239,124
"Gm37255","Gm37255",298,0,0,42,112,113
"Gm33142","Gm33142",16,0,0,6,5,5
"Gm37738","Gm37738",54,202,227,142,113,223
"Gm43774","Gm43774",0,0,0,55,93,96
"Gm42939","Gm42939",0,2,0,48,189,177
"Gm43062","Gm43062",0,0,2,0,106,92
"Gm42946","Gm42946",0,0,0,53,117,114
"Gm42602","Gm42602",0,0,0,81,80,88
"Gbp6","Gbp6",0,0,0,8,20,87
"Gm42696","Gm42696",0,0,0,18,119,103
"Gm43511","Gm43511",5,25,34,24,24,68
"X9830132P13Rik","9830132P13Rik",1,1,0,29,247,149
"Gm5869","Gm5869",9,12,3,2,16,30
"Gm43473","Gm43473",0,0,0,22,208,181
"Gm43661","Gm43661",0,13,6,36,4,5
"X5830487J09Rik","5830487J09Rik",0,0,0,27,123,89
"Gm5547","Gm5547",281,15,70,43,19,19
"Gm43201","Gm43201",0,0,0,42,92,114
"Gm6560","Gm6560",179,29,34,22,21,43
"Gm43061","Gm43061",0,0,0,69,298,224
"Snhg8","Snhg8",178,493,349,110,45,240
"A530041M06Rik","A530041M06Rik",0,0,0,57,303,428
"Gm43075","Gm43075",0,0,73,34,63,109
"Gm43210","Gm43210",0,0,0,112,93,85
"Gm42595","Gm42595",33,0,0,1,33,25
"Gm43581","Gm43581",0,0,0,55,193,240
"Gm43340","Gm43340",0,0,0,61,99,154
"Gm42427","Gm42427",9,84,63,27,6,36
"Gm33370","Gm33370",319,55,192,58,44,34
"Gm43696","Gm43696",0,0,0,48,152,183
"BC030343","BC030343",0,0,0,0,12,0
"Rpl36a.ps2","Rpl36a-ps2",42,24,38,23,18,37
"Gm43653","Gm43653",6,0,31,56,27,44
"Gm43379","Gm43379",0,0,0,60,128,67
"Gm43024","Gm43024",0,0,0,30,118,109
"Gbp5","Gbp5",0,0,0,5,66,109
"Gm5855","Gm5855",7,0,0,94,104,43
"Gm43566","Gm43566",0,10,14,42,21,42
"Gm42725","Gm42725",55,57,59,52,76,99
"Gm43684","Gm43684",10,187,114,126,90,164
"Gm42611","Gm42611",0,0,0,14,115,126
"Gm42659","Gm42659",0,0,0,73,156,140
"Gm43737","Gm43737",223,103,0,21,25,91
"Gm43305","Gm43305",54,274,325,171,97,144
"Gm43522","Gm43522",0,0,0,44,128,158
"Gm43063","Gm43063",0,0,0,100,168,118
"Gm43351","Gm43351",1027,106,256,101,71,200
"Gm43654","Gm43654",0,0,0,68,131,127
"X4930592C13Rik","4930592C13Rik",0,0,0,5,66,93
"X9130604C24Rik","9130604C24Rik",0,24,0,10,0,9
"Gm42517","Gm42517",0,0,0,0,4,0
"Gm43766","Gm43766",0,2,2,19,137,148
"Gm6204","Gm6204",14,11,12,18,36,59
"Gm43628","Gm43628",0,0,0,67,218,97
"Gm43175","Gm43175",0,0,0,11,112,137
"Gm5075","Gm5075",0,0,0,39,82,127
"Gm42793","Gm42793",0,0,0,0,5,0
"Gm43065","Gm43065",0,0,0,105,181,118
"AI506816","AI506816",967,1824,2018,456,345,1168
"Gm8493","Gm8493",0,21,0,14,2,10
"Gm43611","Gm43611",0,0,0,60,141,50
"Gm42463","Gm42463",0,0,0,8,107,58
"Gm4332","Gm4332",78,73,103,67,45,86
"Gm43560","Gm43560",0,0,0,46,142,102
"CT010467.1","CT010467.1",57912,42456,17023,51367,39601,140950
"Gm43045","Gm43045",0,0,0,76,102,134
"Gm20768","Gm20768",0,2,1,63,117,105
"Gm43112","Gm43112",0,0,0,13,103,127
"X5830416I19Rik","5830416I19Rik",1,47,0,32,114,126
"Gm19409","Gm19409",10,8,0,35,94,76
"Gm8066","Gm8066",0,0,0,0,11,4
"Gm43447","Gm43447",0,0,0,40,103,99
"Gm43429","Gm43429",0,0,0,60,96,93
"X4632404M16Rik","4632404M16Rik",0,0,0,33,112,161
"Gm43848","Gm43848",0,0,0,25,120,129
"Gm35066","Gm35066",0,0,0,1,24,17
"Gm43361","Gm43361",0,0,0,39,197,41
"E330034L11Rik","E330034L11Rik",330,0,3,14,249,141
"Gm36211","Gm36211",0,0,121,10,28,25
"Gm42820","Gm42820",0,0,0,28,121,169
"Gm42702","Gm42702",0,0,0,65,73,175
"Gm42508","Gm42508",0,17,71,82,88,59
"Gm42879","Gm42879",16,0,14,8,70,84
"Gm43181","Gm43181",0,0,0,0,2,0
"Gm43813","Gm43813",0,14,0,48,265,91
"Gm43534","Gm43534",0,0,0,9,42,115
"Gm20005","Gm20005",133,0,64,28,30,31
"C530043K16Rik","C530043K16Rik",0,0,0,60,227,124
"Gm42798","Gm42798",1,41,84,43,115,183
"Gm20559","Gm20559",48,36,0,35,84,67
"Gm42467","Gm42467",0,0,0,45,145,112
"C130093G08Rik","C130093G08Rik",0,0,0,28,117,117
"D5Ertd605e","D5Ertd605e",0,0,0,30,28,5
"X2510016D11Rik","2510016D11Rik",1,0,4,18,0,1
"Gtf3c2","Gtf3c2",390,74,16,148,158,148
"Gm20186","Gm20186",44,217,203,70,10,65
"Gm43027","Gm43027",0,0,0,32,165,51
"Mrpl33","Mrpl33",267,86,118,224,103,208
"Rpl7.ps7","Rpl7-ps7",10,8,5,7,20,26
"Gm43860","Gm43860",0,0,89,2,17,3
"Gm42856","Gm42856",0,0,0,35,57,70
"Gm42548","Gm42548",0,0,11,74,235,104
"Gm45495","Gm45495",43,6,0,1,11,47
"Gm43481","Gm43481",0,1,0,24,70,68
"X0610012G03Rik","0610012G03Rik",1596,854,1068,591,340,609
"Gm43682","Gm43682",0,0,0,7,8,12
"Gm43123","Gm43123",23,243,224,264,84,249
"Gm43771","Gm43771",0,0,0,45,96,168
"Gm7993","Gm7993",1,12,8,15,54,127
"Gm40304","Gm40304",0,0,17,13,10,44
"X1110006O24Rik","1110006O24Rik",0,0,0,0,1,15
"Gm6598","Gm6598",0,31,74,27,16,26
"Gm42888","Gm42888",0,0,0,17,184,82
"Gm42507","Gm42507",0,0,0,9,111,80
"Gm9794","Gm9794",65,44,48,72,27,84
"Gm42576","Gm42576",0,0,0,27,139,117
"Gm43637","Gm43637",0,9,10,20,40,49
"Gm10461","Gm10461",0,0,0,52,138,163
"Mpv17","Mpv17",508,164,175,136,236,363
"Gm43775","Gm43775",8,9,4,59,84,150
"Gm42732","Gm42732",0,21,21,21,52,44
"Gm43461","Gm43461",0,8,19,40,43,67
"AI839979","AI839979",0,1,0,25,21,17
"Gm40309","Gm40309",0,0,0,63,116,43
"Gstm2.ps1","Gstm2-ps1",29,0,5,17,5,10
"Gm4366","Gm4366",178,119,105,90,40,84
"Gm42788","Gm42788",0,0,0,17,56,22
"Gm43323","Gm43323",0,0,0,36,64,80
"Gm44154","Gm44154",36,0,0,0,10,13
"Gm3375","Gm3375",25,4,1,4,20,4
"Zfp862.ps","Zfp862-ps",4,0,2,11,38,29
"E330037G11Rik","E330037G11Rik",0,0,0,25,63,134
"Gm20560","Gm20560",0,0,0,3,30,13
"Gm44199","Gm44199",0,0,0,33,124,134
"D530018E20Rik","D530018E20Rik",0,0,0,52,116,83
"X4930512J16Rik","4930512J16Rik",337,44,148,27,57,19
"Gm44044","Gm44044",6,46,38,34,105,79
"Gm44039","Gm44039",109,0,0,8,80,57
"Gm19253","Gm19253",0,0,0,14,45,29
"X2010008C14Rik","2010008C14Rik",32,0,3,9,2,16
"X4933439N06Rik","4933439N06Rik",0,0,0,4,128,133
"Gm5112","Gm5112",0,26,0,1,12,0
"Gm44250","Gm44250",0,0,28,32,65,77
"Gm6210","Gm6210",8,0,1,13,118,203
"Gm44027","Gm44027",0,0,0,26,130,58
"Gm44260","Gm44260",0,0,0,0,18,6
"Gm7890","Gm7890",0,0,0,16,123,119
"D830050J10Rik","D830050J10Rik",0,9,2,7,9,27
"Gm32591","Gm32591",0,0,0,1,9,0
"X9530062K07Rik","9530062K07Rik",0,0,0,0,15,24
"Gm44021","Gm44021",0,0,0,67,165,92
"B130021K23Rik","B130021K23Rik",95,583,581,451,168,470
"Gm43890","Gm43890",0,0,0,6,126,104
"Gm10209","Gm10209",0,0,0,32,127,96
"Gm44152","Gm44152",0,0,0,70,148,140
"Gm32914","Gm32914",0,0,0,0,8,24
"Gm43915","Gm43915",0,0,6,17,97,119
"C030015A19Rik","C030015A19Rik",0,0,86,36,100,59
"Gm44198","Gm44198",11,9,0,54,88,134
"Gm4045","Gm4045",15,0,10,44,43,45
"Gm19434","Gm19434",0,10,0,23,55,98
"Gm45218","Gm45218",0,0,0,23,12,18
"Gm42372","Gm42372",0,26,47,36,67,32
"Gm44950","Gm44950",0,2,0,67,53,45
"Gm32633","Gm32633",70,0,0,0,5,4
"Gm45477","Gm45477",0,3,14,4,13,31
"Snhg1","Snhg1",34,0,17,30,68,78
"Gm44567","Gm44567",0,0,0,28,110,119
"Gm21269","Gm21269",0,0,0,81,145,122
"Gm44507","Gm44507",36,0,0,10,11,68
"AV356131","AV356131",0,74,82,35,8,88
"Gm44974","Gm44974",1,64,40,20,13,45
"Gm45184","Gm45184",20,44,62,21,23,34
"Gm45203","Gm45203",0,0,0,42,40,8
"Gm44639","Gm44639",8,58,28,52,29,53
"Gm44735","Gm44735",0,1,3,60,87,126
"Gm20274","Gm20274",11,76,74,31,27,23
"Particl","Particl",0,29,0,21,2,12
"Gm37494","Gm37494",0,0,0,36,69,45
"Gm44758","Gm44758",0,0,0,1,109,195
"Gm45153","Gm45153",167,0,0,8,21,78
"X4933431G14Rik","4933431G14Rik",0,0,1,23,138,125
"Gm44777","Gm44777",9,39,29,48,28,49
"Gm44760","Gm44760",0,0,0,41,112,95
"X4933430N04Rik","4933430N04Rik",0,0,104,26,123,133
"D830036C21Rik","D830036C21Rik",0,0,0,23,62,121
"Gm35082","Gm35082",0,0,44,94,61,56
"Ccdc194","Ccdc194",0,0,0,27,73,39
"Gm7972","Gm7972",0,0,0,6,47,18
"X2210406H18Rik","2210406H18Rik",0,0,0,0,9,39
"X4833411C07Rik","4833411C07Rik",0,0,0,82,91,192
"Gm36371","Gm36371",0,0,0,22,52,37
"A230103L15Rik","A230103L15Rik",0,0,5,54,146,79
"X4930431P19Rik","4930431P19Rik",0,0,0,40,81,112
"Gm35339","Gm35339",0,0,0,33,81,137
"E230032D23Rik","E230032D23Rik",142,25,21,38,38,103
"Gm44541","Gm44541",0,0,0,14,249,188
"Gm44967","Gm44967",0,433,557,78,76,170
"Prmt1","Prmt1",1933,232,383,173,174,337
"Samd4b","Samd4b",152,16,171,82,68,132
"Gm44550","Gm44550",0,23,0,13,5,9
"Nup62","Nup62",3949,282,423,233,240,438
"X9330162G02Rik","9330162G02Rik",17,1,0,59,338,221
"B230206I08Rik","B230206I08Rik",0,126,0,0,45,70
"X0610005C13Rik","0610005C13Rik",0,7,0,35,82,113
"Gm45555","Gm45555",0,0,0,11,163,116
"Gm45548","Gm45548",0,0,0,15,66,108
"Nxpe1.ps","Nxpe1-ps",277,0,0,42,24,4
"Gm31166","Gm31166",0,0,71,0,15,37
"Gm45606","Gm45606",1,8,0,27,26,19
"Gm17949","Gm17949",0,0,0,77,65,66
"Gm35315","Gm35315",465,105,80,9,33,17
"Gm30400","Gm30400",0,0,0,98,153,146
"Gm45509","Gm45509",17,23,15,42,105,11
"Gm45592","Gm45592",0,0,0,32,179,60
"Gm45640","Gm45640",0,199,223,140,40,50
"Gm45605","Gm45605",0,0,58,45,93,198
"Gm33045","Gm33045",0,0,0,41,102,106
"Hspa14","Hspa14",1166,209,361,158,228,336
"Chmp1b","Chmp1b",509,64,193,201,31,94
"Gm45321","Gm45321",0,0,0,43,193,154
"Gm34730","Gm34730",0,0,0,11,50,102
"Gm7600","Gm7600",3,17,6,8,63,52
"Brd3os","Brd3os",0,0,0,79,27,0
"Gm45629","Gm45629",0,0,0,54,45,102
"Gm45546","Gm45546",0,15,180,23,31,57
"Gm2225","Gm2225",15,12,16,10,102,66
"Gm45343","Gm45343",0,0,0,12,150,131
"Gm9347","Gm9347",16,9,15,4,3,19
"X5830408C22Rik","5830408C22Rik",0,12,0,46,9,30
"Gm42067","Gm42067",47,0,0,70,29,101
"Gm4032","Gm4032",0,0,0,0,15,17
"Igip","Igip",0,0,0,4,5,0
"Gm5086","Gm5086",0,0,0,10,65,66
"Gm5905","Gm5905",32,11,11,30,33,54
"Gm45871","Gm45871",0,0,0,2,16,15
"B930086L07Rik","B930086L07Rik",0,0,0,40,132,153
"Nudc.ps1","Nudc-ps1",11,0,2,11,22,42
"Gm45716","Gm45716",120,140,81,65,43,97
"Gm45518","Gm45518",0,0,0,2,123,149
"Gm42031","Gm42031",107,11,42,22,13,49
"Gm30329","Gm30329",284,157,0,1,73,62
"Gm36445","Gm36445",0,0,0,13,81,24
"AW046200","AW046200",0,0,27,19,3,1
"X1700012D14Rik","1700012D14Rik",0,0,213,25,91,7
"Gm10033","Gm10033",0,0,0,46,135,92
"Gm45900","Gm45900",0,0,0,29,80,127
"Gm4316","Gm4316",38,31,6,9,34,29
"Gm7730","Gm7730",6,0,0,2,49,37
"Gm29773","Gm29773",15,181,165,142,47,98
"Gm26843","Gm26843",0,0,0,39,102,101
"X4930578M07Rik","4930578M07Rik",0,0,0,22,65,106
"Gm33103","Gm33103",0,0,0,13,24,34
"Gm32856","Gm32856",105,183,158,344,222,304
"Gm20163","Gm20163",0,0,0,25,80,130
"Gm42047","Gm42047",2380,9756,7185,3825,1462,3620
"Gm45746","Gm45746",0,0,0,56,207,177
"Rpl10.ps5","Rpl10-ps5",13,3,6,6,31,32
"Gm45855","Gm45855",11,30,18,32,57,28
"Gm45731","Gm45731",164,0,0,0,2,23
"Gm31718","Gm31718",0,0,0,21,42,28
"C78859","C78859",0,0,0,18,147,60
"Gm19385","Gm19385",0,107,135,4,27,38
"Gm36799","Gm36799",0,0,0,5,15,30
"Gm39469","Gm39469",73,8,0,1,5,9
"Gpx4.ps2","Gpx4-ps2",261,70,59,84,61,133
"Gm9856","Gm9856",0,43,0,13,29,83
"Gm20300","Gm20300",327,0,129,8,60,13
"X9430081H08Rik","9430081H08Rik",30,10,151,2,7,7
"Gm49338","Gm49338",16,12,5,9,35,48
"Gm48855","Gm48855",0,0,0,13,82,203
"Gm46136","Gm46136",0,0,0,40,171,79
"Gm47815","Gm47815",540,0,0,0,1,23
"Gm48789","Gm48789",303,2356,2429,1521,516,1467
"Gm48604","Gm48604",0,0,0,0,14,2
"Gm30015","Gm30015",0,0,0,22,77,31
"Gm36745","Gm36745",0,0,0,22,95,124
"Btbd8","Btbd8",4,0,0,34,29,97
"Gm49759","Gm49759",0,0,0,6,9,0
"Gm32926","Gm32926",0,0,154,12,38,25
"Gm39458","Gm39458",0,5,0,46,41,33
"Gm3365","Gm3365",0,0,1,10,6,6
"Olfr157","Olfr157",0,0,22,8,160,88
"X1700019L13Rik","1700019L13Rik",0,0,4,80,96,119
"Gm47063","Gm47063",0,0,0,0,3,0
"Gm49783","Gm49783",0,0,0,46,74,98
"Gm38575","Gm38575",0,0,0,24,23,51
"Gm17749","Gm17749",0,0,0,0,23,15
"Gm6477","Gm6477",39,0,47,6,12,14
"Lilr4b","Lilr4b",13399,826,2565,2220,1249,2560
"Gm40723","Gm40723",242,0,43,29,17,9
"Lilrb4a","Lilrb4a",3628,0,104,0,98,51
"Gm47594","Gm47594",9,43,20,13,70,81
"X5033421B08Rik","5033421B08Rik",76,97,83,103,119,154
"Gm48226","Gm48226",0,0,0,6,40,28
"Gm49454","Gm49454",37,0,17,23,3,13
"Gm38560","Gm38560",0,0,0,12,51,40
"Gm47761","Gm47761",0,64,14,18,21,9
"Gm33111","Gm33111",0,0,0,20,159,121
"X4933412E12Rik","4933412E12Rik",0,81,145,107,78,127
"A730063M14Rik","A730063M14Rik",0,1,22,41,48,70
"Gm36172","Gm36172",0,0,49,53,5,18
"Gm48210","Gm48210",0,0,167,0,16,0
"Gm40770","Gm40770",0,0,0,8,11,26
"Gm48146","Gm48146",121,382,471,238,86,262
"Gm4739","Gm4739",6,0,0,2,17,39
"A130012E19Rik","A130012E19Rik",0,0,0,14,122,162
"Gm47917","Gm47917",85,590,592,528,172,453
"Gm9118","Gm9118",12,10,1,0,30,12
"Gm46224","Gm46224",0,47,91,1,1,16
"Gm20337","Gm20337",0,0,2,53,75,36
"Gm47391","Gm47391",0,0,0,68,208,84
"E430024I08Rik","E430024I08Rik",0,0,0,20,27,5
"D430020J02Rik","D430020J02Rik",0,0,0,0,15,41
"Gm47138","Gm47138",0,0,4,63,142,140
"X3732407C23Rik","3732407C23Rik",0,0,0,30,189,81
"X5830428M24Rik","5830428M24Rik",62,0,0,42,74,45
"Gm47469","Gm47469",0,0,0,10,22,95
"X6030440G07Rik","6030440G07Rik",0,0,0,42,119,79
"Gm11361","Gm11361",96,62,94,45,10,58
"Gm48170","Gm48170",0,0,0,75,165,129
"Gm47863","Gm47863",0,0,0,0,3,0
"Gm49654","Gm49654",0,0,103,38,37,14
"Gm48632","Gm48632",1,20,22,35,67,79
"Gm46430","Gm46430",1,77,0,10,41,92
"X4933409F18Rik","4933409F18Rik",0,0,0,28,118,104
"Tes3.ps","Tes3-ps",4,0,0,11,150,91
"Gm47969","Gm47969",0,0,0,2,145,105
"Gm47586","Gm47586",0,0,0,115,124,48
"Gm47260","Gm47260",0,0,0,8,22,6
"B930059L03Rik","B930059L03Rik",0,56,0,101,60,31
"Gm49359","Gm49359",92,103,106,79,45,72
"Gm48102","Gm48102",0,0,0,3,30,41
"Gm29675","Gm29675",0,0,0,15,76,72
"Gm40932","Gm40932",167,59,44,50,23,19
"Gm10095","Gm10095",223,182,270,192,92,241
"Gm19176","Gm19176",0,0,0,96,130,41
"Gm19605","Gm19605",0,0,0,14,42,44
"Gm40893","Gm40893",0,0,0,71,100,75
"Gm36723","Gm36723",0,0,0,42,158,102
"Gm10432","Gm10432",0,1,0,66,88,84
"Snhg10","Snhg10",0,0,22,35,48,83
"BB123696","BB123696",0,0,0,36,143,86
"Gm47817","Gm47817",0,0,0,37,126,88
"Gm4263","Gm4263",0,0,0,21,127,239
"X5033406O09Rik","5033406O09Rik",468,0,102,86,21,76
"Gm17872","Gm17872",0,20,10,12,60,44
"Gm47003","Gm47003",65,320,279,168,57,157
"Gm3325","Gm3325",0,0,0,5,100,17
"Ndufb1.ps","Ndufb1-ps",1482,413,704,622,185,778
"X5330409N07Rik","5330409N07Rik",0,0,0,62,75,109
"Gm34611","Gm34611",0,0,0,87,105,96
"Rpl17.ps3","Rpl17-ps3",10,4,24,18,21,10
"Gm9616","Gm9616",18,15,8,10,44,38
"Gm49331","Gm49331",157,0,0,1,16,3
"Gm34220","Gm34220",0,6,7,40,137,124
"Gm32089","Gm32089",78,0,28,17,12,57
"Gm47585","Gm47585",0,0,0,18,101,121
"Gm20075","Gm20075",8,0,0,1,64,104
"Gm32296","Gm32296",0,6,0,63,18,80
"Gm36298","Gm36298",0,0,0,45,154,54
"Gm30108","Gm30108",0,36,0,28,11,26
"Tmed10.ps","Tmed10-ps",36,23,8,0,29,12
"Gm7201","Gm7201",129,0,0,19,75,74
"X5330431K02Rik","5330431K02Rik",0,0,0,42,155,91
"X4930455J16Rik","4930455J16Rik",0,0,0,65,117,104
"C630044B11Rik","C630044B11Rik",0,0,0,51,99,159
"Hist1h2bh","Hist1h2bh",1,0,0,14,67,37
