"","Geneid","control.Evs_1","control.Evs_2","control.Evs_3","IL.10.Evs_1","IL.10.Evs_2","IL.10.Evs_3"
"Surf6","Surf6",711,426,0,328,7,19
"Pphln1","Pphln1",1425,121,50,304,139,761
"Ccdc38","Ccdc38",278,89,0,0,0,0
"Gatad2a","Gatad2a",827,48,306,544,504,0
"Hist1h1c","Hist1h1c",2691,35,658,98,115,584
"Fam69b","Fam69b",0,0,54,36,0,0
"Ankmy2","Ankmy2",1032,168,212,30,63,0
"Rorb","Rorb",0,0,0,0,0,0
"Slc26a8","Slc26a8",0,0,0,4,0,1
"Gxylt1","Gxylt1",56,310,331,710,396,116
"Ndufa13","Ndufa13",3909,1187,1546,943,803,1702
"Rif1","Rif1",12,2,1,243,0,558
"Sh3bp4","Sh3bp4",757,0,0,18,310,50
"Nepro","Nepro",0,0,0,19,0,357
"Znrd1as","Znrd1as",0,0,74,1,0,0
"Ska1","Ska1",0,0,0,53,0,0
"Kctd1","Kctd1",0,41,9,0,0,0
"Ube2r2","Ube2r2",896,313,353,688,1101,237
"Gmip","Gmip",1008,1085,1734,1520,581,1186
"Rbm43","Rbm43",207,128,561,22,186,463
"Pnpla8","Pnpla8",92,11,306,65,0,0
"Fstl4","Fstl4",0,0,0,0,0,0
"Edc4","Edc4",613,393,86,0,33,0
"Lrrk2","Lrrk2",827,0,0,0,0,10
"X9530068E07Rik","9530068E07Rik",3874,160,546,211,0,1193
"Macrod1","Macrod1",185,92,45,0,42,0
"Snapc4","Snapc4",528,0,0,235,90,0
"Naa30","Naa30",105,30,0,22,79,0
"Noa1","Noa1",590,248,182,271,520,281
"Ap5m1","Ap5m1",0,6,53,0,0,0
"Gramd1c","Gramd1c",0,0,0,41,0,0
"BC031181","BC031181",1954,217,251,182,92,434
"Rpl39.ps","Rpl39-ps",26,14,15,7,19,24
"Skp1a","Skp1a",2915,851,1334,450,468,1020
"Znrd1","Znrd1",137,217,91,128,188,266
"Srp72","Srp72",999,569,326,411,411,547
"Qsox2","Qsox2",0,0,0,6,0,0
"Slc18a1","Slc18a1",0,0,0,0,0,0
"Kidins220","Kidins220",2515,381,736,88,25,0
"Tmem260","Tmem260",0,0,553,0,19,52
"Ubac1","Ubac1",1597,803,186,443,240,348
"P2ry13","P2ry13",0,0,0,0,0,0
"Rmdn2","Rmdn2",0,44,28,33,202,41
"Serbp1","Serbp1",4789,1771,1987,1697,1339,2087
"Tmem258","Tmem258",1609,376,922,335,368,1373
"Abt1","Abt1",0,100,0,56,181,182
"P2ry14","P2ry14",0,0,0,1,0,0
"Gadd45a","Gadd45a",496,33,131,50,73,178
"Sec24a","Sec24a",295,151,0,62,255,1
"Ppp1r11","Ppp1r11",1879,524,629,356,218,839
"Gng12","Gng12",1603,182,484,155,71,102
"Cep135","Cep135",0,37,0,91,0,0
"Gpi1","Gpi1",13260,3170,2374,1367,1091,4018
"Tbcc","Tbcc",397,66,0,92,161,310
"Siah2","Siah2",82,0,141,6,22,30
"Exoc1","Exoc1",1102,6,2,1,8,2
"Calm2","Calm2",10551,1392,2397,1331,1596,3353
"Thap11","Thap11",942,546,535,620,376,256
"Hif1an","Hif1an",1214,1151,2550,2584,2040,2393
"Arhgap26","Arhgap26",12,0,0,9,0,1
"Wtip","Wtip",48,302,255,563,196,335
"Elf1","Elf1",1451,0,0,33,62,4
"Megf11","Megf11",0,0,0,0,35,0
"X44986","44986",0,16,0,0,117,0
"Tbc1d24","Tbc1d24",0,10,466,31,6,24
"Btg1","Btg1",3900,463,609,340,170,1474
"Eea1","Eea1",0,43,131,117,224,103
"Fam13b","Fam13b",0,0,0,20,6,182
"Rnf13","Rnf13",2923,50,203,173,93,1216
"Commd2","Commd2",824,60,470,70,91,0
"Greb1","Greb1",149,0,94,82,0,0
"Card11","Card11",933,0,0,13,0,0
"Ppfibp2","Ppfibp2",596,0,0,0,9,0
"Sbf1","Sbf1",647,411,5,4,159,407
"Cdc42ep3","Cdc42ep3",777,13,131,160,169,446
"Slc38a7","Slc38a7",2869,254,184,0,12,694
"Rnf113a1","Rnf113a1",46,115,0,208,94,110
"Adamts2","Adamts2",0,1,0,0,0,0
"Cnot1","Cnot1",4405,280,0,449,405,494
"Ermard","Ermard",601,183,89,81,0,216
"Sh3tc1","Sh3tc1",1425,0,526,0,0,0
"Iqce","Iqce",0,144,0,90,101,262
"Ppp6r2","Ppp6r2",0,0,33,27,0,408
"Ndrg4","Ndrg4",361,1,6,0,0,0
"Ttyh3","Ttyh3",400,113,172,113,216,89
"Bicral","Bicral",132,268,0,23,0,0
"Upf3b","Upf3b",34,170,25,95,39,17
"Spg20","Spg20",1446,345,298,33,0,673
"Fut7","Fut7",0,0,0,0,0,0
"Arhgap21","Arhgap21",64,43,0,161,70,272
"Cpz","Cpz",0,0,0,0,0,0
"Chst12","Chst12",1082,141,368,72,109,566
"Plxnb2","Plxnb2",7468,610,1072,214,0,1944
"Eepd1","Eepd1",865,134,87,68,0,430
"Eipr1","Eipr1",186,104,515,139,98,0
"Rfxap","Rfxap",626,113,0,90,43,0
"Etl4","Etl4",0,0,0,0,0,0
"Mgat4b","Mgat4b",1692,356,247,195,163,858
"Atp13a2","Atp13a2",7304,712,1107,308,534,1229
"Alg5","Alg5",1067,120,234,129,77,349
"Clcn7","Clcn7",5749,708,1502,138,132,739
"Nudt1","Nudt1",338,67,218,245,100,258
"Tbc1d9b","Tbc1d9b",3437,12,27,126,152,27
"Man1b1","Man1b1",1452,670,560,344,219,344
"Dennd3","Dennd3",0,28,0,193,0,0
"Tcaf1","Tcaf1",0,0,0,0,0,9
"Cenpt","Cenpt",616,0,155,0,0,0
"Tmtc3","Tmtc3",411,0,6,121,0,4
"Aaas","Aaas",2567,513,911,77,102,957
"Cc2d1a","Cc2d1a",516,373,304,143,159,571
"Nop14","Nop14",1538,238,459,127,138,7
"Ago2","Ago2",2617,5847,5363,7380,6121,2579
"Cab39","Cab39",1389,248,1257,502,185,158
"Cyld","Cyld",407,191,772,168,47,32
"Micall2","Micall2",667,104,294,0,53,394
"Zscan12","Zscan12",964,0,0,94,77,0
"Oxsr1","Oxsr1",109,115,231,41,30,0
"Cuedc2","Cuedc2",4384,1053,1409,726,547,2257
"Cox6b1","Cox6b1",4508,1268,1799,592,750,2587
"Tubb4b","Tubb4b",1980,539,532,413,263,1198
"Kcnk9","Kcnk9",0,0,0,0,0,0
"Dnajc12","Dnajc12",0,0,0,14,0,0
"Dner","Dner",0,15,0,14,153,0
"Kif15","Kif15",557,38,166,5,0,0
"Wdr44","Wdr44",345,0,0,0,0,0
"Decr2","Decr2",852,452,0,27,148,942
"Anln","Anln",546,0,475,0,65,154
"Tent4b","Tent4b",171,113,298,297,343,726
"Rps27l","Rps27l",3170,1050,1894,1081,1028,2204
"Mbd5","Mbd5",25,1,168,38,8,0
"Fam135b","Fam135b",0,0,0,0,0,0
"Cnep1r1","Cnep1r1",347,16,0,240,0,154
"Sun1","Sun1",1975,200,413,38,220,546
"Jmjd4","Jmjd4",529,0,178,12,0,63
"Amdhd2","Amdhd2",4456,211,665,187,0,365
"Topors","Topors",2535,0,146,59,370,314
"Ssx2ip","Ssx2ip",0,66,132,134,6,0
"Pnpla7","Pnpla7",8530,544,638,650,255,134
"Plch1","Plch1",0,0,0,0,0,0
"Psenen","Psenen",1392,237,257,90,134,484
"Siah1a","Siah1a",114,0,0,47,0,0
"Lin37","Lin37",51,0,0,124,43,347
"Mrpl41","Mrpl41",1813,143,525,84,198,626
"Mcoln3","Mcoln3",17123,9861,10417,8884,6722,4839
"Hspb6","Hspb6",200,0,1,0,0,0
"Wnt4","Wnt4",0,0,0,0,0,0
"Mrpl55","Mrpl55",222,456,294,397,485,474
"Dchs1","Dchs1",0,0,0,0,0,0
"Syde2","Syde2",0,0,38,0,0,0
"Proser3","Proser3",8,37,32,44,17,26
"Smad6","Smad6",0,8,0,17,0,0
"X2410004B18Rik","2410004B18Rik",456,213,287,222,86,369
"Dna2","Dna2",86,194,313,130,24,571
"Phkb","Phkb",570,38,374,118,72,246
"Acaa2","Acaa2",902,448,419,197,0,0
"Arhgap33","Arhgap33",0,0,0,0,0,0
"Arhgef26","Arhgef26",0,0,0,0,0,0
"C1qa","C1qa",0,33,0,29,0,0
"Gtdc1","Gtdc1",0,0,0,0,1,0
"Ehmt1","Ehmt1",986,252,8,13,46,0
"Rap2b","Rap2b",221,11,18,39,28,173
"C1qc","C1qc",278,806,338,182,723,990
"Zfp157","Zfp157",243,0,0,18,4,92
"Neto2","Neto2",0,0,0,91,79,144
"Fzd8","Fzd8",12,0,0,0,0,0
"C1qb","C1qb",2434,1530,2096,594,839,1695
"Unc93b1","Unc93b1",7617,1234,1387,206,128,2359
"Trim67","Trim67",0,0,0,0,0,0
"Zfp280c","Zfp280c",0,0,0,0,0,0
"Ttc7","Ttc7",593,1133,1415,1361,560,926
"Nfkbid","Nfkbid",291,38,55,38,11,294
"Aifm1","Aifm1",2664,36,99,240,444,752
"X4921524J17Rik","4921524J17Rik",222,67,31,43,34,113
"Kdm1a","Kdm1a",248,26,27,19,85,23
"Elac1","Elac1",15,225,0,39,0,0
"Rab8b","Rab8b",1157,603,109,380,221,1210
"BC037034","BC037034",137,127,310,164,233,152
"Slc39a12","Slc39a12",0,1,0,0,0,0
"Kif1bp","Kif1bp",1384,284,457,24,0,96
"Lrfn3","Lrfn3",137,0,0,0,8,40
"Bcorl1","Bcorl1",108,0,158,51,4,0
"Spryd3","Spryd3",1166,253,41,221,0,500
"Cnpy4","Cnpy4",257,0,0,0,0,0
"Zic4","Zic4",0,0,0,0,0,0
"Tmem177","Tmem177",259,123,0,106,0,0
"Anapc10","Anapc10",279,55,144,115,0,359
"Taf6","Taf6",1052,488,190,61,211,625
"Tfb1m","Tfb1m",0,0,0,9,0,0
"Zdhhc9","Zdhhc9",0,339,185,27,74,407
"Pml","Pml",16,95,0,1,0,955
"Trim3","Trim3",0,0,185,76,99,0
"Otud4","Otud4",106,313,148,809,214,947
"Nxt1","Nxt1",672,147,336,362,98,815
"Asap3","Asap3",0,0,54,0,0,0
"Zfp39","Zfp39",0,0,1,21,0,163
"Tns2","Tns2",331,0,1,0,0,0
"Zfp113","Zfp113",75,278,341,296,340,699
"Hk1","Hk1",2285,30,1389,88,356,489
"Ss18","Ss18",2888,0,1352,227,59,716
"Zscan21","Zscan21",1730,233,0,106,0,396
"Wdr62","Wdr62",0,0,0,0,0,1416
"Mmaa","Mmaa",490,0,0,159,9,279
"Zfp146","Zfp146",279,53,243,64,0,1
"Apbb1","Apbb1",0,0,0,0,0,0
"Smpd1","Smpd1",1253,0,468,114,0,0
"Paip2","Paip2",1451,425,255,213,39,1193
"Sh3glb1","Sh3glb1",2965,1335,958,701,838,1486
"Rbmxl1","Rbmxl1",993,84,80,182,120,447
"Selenof","Selenof",5036,25,431,396,349,1828
"Rnf139","Rnf139",185,45,117,4,272,268
"Trmt12","Trmt12",339,0,0,23,0,0
"Slc35b2","Slc35b2",3834,760,133,198,147,893
"Lrg1","Lrg1",0,67,0,11,0,0
"Gm9762","Gm9762",32,10,20,2,9,23
"Rab11fip3","Rab11fip3",0,10,31,20,108,6
"Dcaf15","Dcaf15",574,8,0,2,0,0
"Socs5","Socs5",16,92,5,168,48,0
"Zcwpw1","Zcwpw1",2095,443,870,124,308,470
"Ralgapa2","Ralgapa2",350,6,48,26,0,785
"Setd7","Setd7",0,0,9,8,9,0
"Sik2","Sik2",300,0,0,0,43,111
"Fam91a1","Fam91a1",600,132,249,403,124,107
"Psd","Psd",0,0,0,20,115,1
"Prmt9","Prmt9",586,0,0,0,0,0
"Myom3","Myom3",1537,16,2,53,0,0
"Arhgap10","Arhgap10",183,35,11,19,4,8
"Ddx1","Ddx1",6109,1495,1841,838,540,3116
"Lrrc20","Lrrc20",0,0,263,26,59,0
"Ndufc1","Ndufc1",1306,603,735,406,180,960
"E330009J07Rik","E330009J07Rik",1460,993,1077,1667,677,435
"Elf2","Elf2",225,6,266,58,19,9
"Krt80","Krt80",0,2,0,0,0,0
"Cyb561d2","Cyb561d2",149,167,221,37,0,154
"Pacrg","Pacrg",121,0,0,0,0,0
"Rbm17","Rbm17",1959,410,711,888,309,1156
"Atg101","Atg101",1117,429,360,351,0,708
"Fam193a","Fam193a",62,471,407,600,516,562
"Thap1","Thap1",0,41,6,20,6,95
"Lipt1","Lipt1",0,0,0,1,0,0
"Syn1","Syn1",0,0,0,0,0,0
"Mospd3","Mospd3",348,62,64,45,37,0
"Zfyve28","Zfyve28",0,67,0,19,0,0
"Hook3","Hook3",51,49,48,86,57,52
"Mxd4","Mxd4",59,25,0,209,59,0
"Matr3","Matr3",706,43,467,111,66,305
"Spred3","Spred3",0,33,1,29,2,16
"Clic4","Clic4",9640,2048,1938,2939,1426,4340
"Zfp692","Zfp692",0,0,0,35,0,0
"Pomk","Pomk",317,23,252,134,138,0
"Mex3c","Mex3c",375,0,245,0,0,0
"Aagab","Aagab",1485,494,665,548,185,1251
"Hgsnat","Hgsnat",2636,471,536,0,129,423
"Kin","Kin",0,0,35,39,1,102
"Rsrp1","Rsrp1",4044,140,919,47,37,2432
"X4932438A13Rik","4932438A13Rik",568,46,4,190,12,552
"Gemin5","Gemin5",258,0,0,24,167,0
"Tmem97","Tmem97",1024,88,567,203,93,453
"Galnt6","Galnt6",8428,866,1883,267,656,1347
"Stag1","Stag1",1162,22,12,44,115,0
"Tbcel","Tbcel",276,46,31,135,198,353
"Ldlrap1","Ldlrap1",820,618,1005,691,828,1030
"Lsm1","Lsm1",533,174,136,28,362,407
"Ttc13","Ttc13",1163,130,843,48,0,379
"Man1c1","Man1c1",50,240,46,47,110,1
"Tacc3","Tacc3",1382,153,755,78,0,118
"Jade3","Jade3",0,0,0,23,42,0
"Bag4","Bag4",314,47,62,157,156,68
"Traf3ip3","Traf3ip3",221,0,0,35,0,0
"Tap1","Tap1",526,0,550,246,5,0
"Bbs7","Bbs7",0,0,0,0,0,359
"Capn15","Capn15",1103,218,341,295,334,143
"Larp1","Larp1",605,183,194,340,238,154
"Map4k1","Map4k1",799,185,1,188,0,372
"Fam53a","Fam53a",183,347,363,529,454,738
"Taf2","Taf2",1284,0,0,31,0,0
"Slc12a9","Slc12a9",484,40,367,47,0,835
"Paqr7","Paqr7",52,387,146,139,269,0
"Nudt22","Nudt22",417,0,0,33,233,2
"Actr1b","Actr1b",4341,1288,920,967,812,2438
"Letmd1","Letmd1",365,28,606,132,12,1
"Uvssa","Uvssa",0,0,0,8,0,0
"Sf3b6","Sf3b6",1527,271,517,318,175,290
"Letm2","Letm2",0,0,0,0,0,0
"Srrt","Srrt",1102,43,0,9,0,51
"Pafah2","Pafah2",595,467,1,411,207,271
"Kdm6a","Kdm6a",1205,0,0,0,0,13
"Enpp1","Enpp1",0,0,0,0,0,0
"Ctbp1","Ctbp1",683,962,1049,1264,883,959
"Hhat","Hhat",0,0,262,0,121,0
"Trmt6","Trmt6",980,431,553,205,314,141
"Rims2","Rims2",0,0,0,0,0,0
"Rcor3","Rcor3",382,0,75,59,135,0
"Atp11b","Atp11b",0,4,0,146,0,740
"Icam1","Icam1",1043,266,634,0,0,0
"Cnnm4","Cnnm4",42,0,0,0,2,0
"Tbc1d2b","Tbc1d2b",58,17,0,76,64,0
"Serpine1","Serpine1",0,0,0,0,0,1
"Ranbp10","Ranbp10",1612,92,475,102,72,9
"Dmxl1","Dmxl1",1171,5,0,7,216,73
"Best1","Best1",2,0,0,0,0,0
"Depdc5","Depdc5",176,17,13,0,0,43
"Vgf","Vgf",153,0,2,0,0,0
"Fer1l5","Fer1l5",124,105,0,11,0,0
"Slc30a1","Slc30a1",2,0,1,30,7,0
"Cep85","Cep85",7297,50955,46079,66888,43789,34414
"Tulp1","Tulp1",0,0,0,0,0,0
"Arid5a","Arid5a",1170,235,582,90,178,264
"Azin1","Azin1",3120,1148,368,268,91,787
"Ints7","Ints7",3393,1959,412,1084,626,1565
"Klf10","Klf10",0,1,0,53,125,11
"Tedc1","Tedc1",0,359,6,537,89,430
"Uggt1","Uggt1",2944,172,164,119,224,2386
"Dtl","Dtl",630,0,0,125,0,126
"Thoc2","Thoc2",1652,145,41,27,13,86
"Asxl2","Asxl2",2596,503,399,379,310,851
"Ubr5","Ubr5",1,162,277,92,235,3
"Zmat4","Zmat4",0,0,0,0,0,0
"Nenf","Nenf",589,321,420,410,468,337
"Fam168b","Fam168b",3037,35162,30135,57273,35489,23599
"Arhgef4","Arhgef4",0,0,0,1,56,0
"Pank2","Pank2",762,156,509,168,264,973
"Ppfia1","Ppfia1",364,33,375,15,22,19
"Mavs","Mavs",1505,515,448,169,215,1084
"Bcdin3d","Bcdin3d",368,118,17,95,158,0
"Atg14","Atg14",405,361,379,342,61,0
"Mrpl47","Mrpl47",66,35,105,113,46,82
"Rapgef6","Rapgef6",1237,0,396,94,9,166
"Fbxo34","Fbxo34",431,20,0,219,204,0
"Dlgap5","Dlgap5",888,36,0,35,21,0
"H2.DMb2","H2-DMb2",332,0,0,0,0,0
"Plekhg2","Plekhg2",0,0,0,0,0,0
"Zdhhc18","Zdhhc18",125,15,122,149,199,193
"Rps16","Rps16",5355,5552,6899,7124,5819,8110
"Vash2","Vash2",0,0,70,85,0,367
"Mcrs1","Mcrs1",1719,539,228,329,116,542
"Wdhd1","Wdhd1",0,0,0,141,0,129
"Tob1","Tob1",522,146,238,108,0,223
"Gch1","Gch1",570,103,258,148,172,264
"Nr0b2","Nr0b2",0,116,0,69,101,343
"Clba1","Clba1",0,0,0,61,0,0
"Nme1","Nme1",1083,339,658,316,368,252
"Adgrl3","Adgrl3",0,0,15,0,0,0
"Osbpl5","Osbpl5",0,0,0,0,0,0
"Bclaf1","Bclaf1",1614,10,873,122,53,1742
"Tnfrsf23","Tnfrsf23",2079,167,0,73,335,208
"Spag1","Spag1",0,0,0,0,0,0
"Wdtc1","Wdtc1",177,0,8,1,0,113
"Kcnk2","Kcnk2",0,0,0,0,0,0
"Rgs22","Rgs22",0,0,0,0,0,0
"Cdkn3","Cdkn3",352,52,124,80,0,266
"Slc25a43","Slc25a43",150,0,0,45,9,0
"Zbtb42","Zbtb42",94,330,113,406,212,249
"Zfp60","Zfp60",21,46,368,51,125,11
"Prkci","Prkci",0,425,0,46,0,0
"Vps13b","Vps13b",475,86,145,56,173,0
"H2.DMa","H2-DMa",0,52,0,3,0,8
"Phc3","Phc3",411,0,0,5,1,0
"Slc20a2","Slc20a2",810,0,516,51,373,461
"Gpr160","Gpr160",0,28,0,0,0,0
"Cdkn1c","Cdkn1c",615,80,0,0,0,76
"Ldah","Ldah",1524,204,308,60,104,104
"Rfx7","Rfx7",0,210,35,276,155,484
"Inf2","Inf2",308,65,9,170,0,64
"Atp8a1","Atp8a1",17,207,903,258,100,604
"Ahdc1","Ahdc1",0,0,0,1,17,0
"Ddhd1","Ddhd1",518,57,0,24,0,1
"Lzts3","Lzts3",17,157,216,199,109,432
"Cd81","Cd81",6893,1270,682,203,498,1467
"Fam13a","Fam13a",0,0,0,1,0,0
"Cisd1","Cisd1",1375,436,432,544,325,894
"Tmem33","Tmem33",682,390,511,48,81,355
"Ckap2","Ckap2",0,130,1,30,10,17
"Mynn","Mynn",0,0,0,0,0,0
"Themis2","Themis2",0,166,4,106,203,908
"Mrps26","Mrps26",2441,1531,1307,1954,1820,2864
"Eef1a1","Eef1a1",45239,25462,28177,25987,19806,30829
"Fam222b","Fam222b",337,0,0,119,0,18
"Xkr8","Xkr8",577,79,0,35,0,179
"Ppp1r16b","Ppp1r16b",0,42,231,166,148,420
"Actr5","Actr5",144,14,109,10,7,90
"Mrpl23","Mrpl23",1538,462,646,233,219,900
"Pced1a","Pced1a",304,85,0,23,0,0
"Apopt1","Apopt1",876,152,52,156,164,249
"Vopp1","Vopp1",1275,545,350,142,5,419
"Phf12","Phf12",576,0,0,0,0,0
"N4bp2","N4bp2",0,4,3,17,258,388
"Iqch","Iqch",0,0,0,0,0,1
"Rpl10a","Rpl10a",5296,4221,4196,4693,4564,4026
"Fam76b","Fam76b",53,137,0,24,0,93
"D630003M21Rik","D630003M21Rik",0,0,0,0,0,0
"Ctnna1","Ctnna1",0,594,0,36,0,765
"Fbxw17","Fbxw17",814,0,0,6,132,0
"Abhd18","Abhd18",4,0,4,0,0,0
"Tgm2","Tgm2",0,0,0,61,0,0
"Smim14","Smim14",2087,300,107,325,183,1000
"Tspan14","Tspan14",851,90,303,143,55,388
"Ppm1k","Ppm1k",13,33,35,71,75,69
"Gm5884","Gm5884",39,13,0,14,8,1
"Fdxacb1","Fdxacb1",90,0,0,27,0,0
"Rtkn2","Rtkn2",0,1,0,0,0,1
"Nmrk1","Nmrk1",689,112,296,82,130,71
"Iars","Iars",6948,696,1593,421,1084,0
"Cpe","Cpe",11439,533,682,401,272,3258
"Nufip2","Nufip2",126,0,58,100,231,354
"Aim2","Aim2",871,240,0,65,39,270
"Egr2","Egr2",0,9,0,9,0,0
"Jmjd1c","Jmjd1c",462,85,45,65,358,110
"Stk35","Stk35",61,145,3,131,46,0
"Dusp8","Dusp8",88,0,0,6,0,0
"Wdr19","Wdr19",405,283,1,25,0,449
"H2afz","H2afz",5968,2148,3228,2021,1734,4582
"Rcor1","Rcor1",144,364,142,314,62,115
"Sirpa","Sirpa",46026,5083,6408,1485,976,9614
"Ankrd9","Ankrd9",0,76,0,36,0,0
"Bri3bp","Bri3bp",1379,1883,1484,3304,2196,1957
"Ankrd13b","Ankrd13b",302,273,0,72,169,0
"Tmem156","Tmem156",0,0,0,0,0,0
"Ndufv1","Ndufv1",4043,916,2365,849,1076,2478
"Ssh2","Ssh2",0,0,31,3,185,0
"Bicd2","Bicd2",185,15,0,217,66,565
"Smarce1","Smarce1",320,205,495,111,214,482
"Scarb1","Scarb1",1597,2399,1862,1947,836,1155
"Chchd5","Chchd5",1411,722,1254,360,161,707
"Fgd3","Fgd3",1344,274,58,239,329,470
"Ano10","Ano10",885,329,289,122,245,378
"Wdr20","Wdr20",632,293,261,30,0,0
"Nsrp1","Nsrp1",398,28,344,141,173,398
"Card19","Card19",6710,794,1318,626,791,2421
"Zc3h7a","Zc3h7a",958,9,0,112,81,872
"Ninj1","Ninj1",9904,1375,2364,1083,1529,5717
"X1110032A03Rik","1110032A03Rik",9,70,0,19,0,6
"Snn","Snn",0,0,0,26,0,64
"Ccdc92","Ccdc92",0,224,0,283,137,25
"Gm9725","Gm9725",0,0,36,0,0,0
"Wnk2","Wnk2",0,0,1,0,0,0
"Rmi2","Rmi2",143,12,147,117,115,64
"Rara","Rara",250,0,0,6,0,0
"Dhx38","Dhx38",207,475,23,221,39,446
"Slc9b2","Slc9b2",0,0,0,0,0,0
"Parp11","Parp11",1054,0,513,348,182,0
"Acd","Acd",1206,316,220,318,242,460
"Cramp1l","Cramp1l",0,0,0,6,35,0
"Hpf1","Hpf1",1019,113,290,77,71,606
"Dnajc22","Dnajc22",0,0,0,0,0,176
"Ccdc138","Ccdc138",0,0,0,0,0,0
"Dnah10","Dnah10",0,0,14,0,0,0
"Wipf2","Wipf2",1,32,1,101,241,152
"Fam120a","Fam120a",1541,683,1470,1385,893,1620
"Rapgefl1","Rapgefl1",0,1,0,0,0,0
"Mindy4","Mindy4",0,0,0,0,232,0
"Atp6v0a2","Atp6v0a2",1656,226,62,66,0,93
"Dennd4c","Dennd4c",518,384,0,15,20,939
"Phf2","Phf2",239,1,13,86,1,1
"Tigar","Tigar",621,311,443,285,180,687
"Igsf8","Igsf8",6174,807,762,552,737,1437
"Socs1","Socs1",0,0,35,0,0,0
"Gcc2","Gcc2",15,36,487,59,11,268
"Ptpdc1","Ptpdc1",487,0,0,45,0,0
"Mrm3","Mrm3",492,94,156,12,104,0
"Haus6","Haus6",35,211,8,41,6,0
"Dexi","Dexi",67,48,0,62,21,2
"Kmt2c","Kmt2c",468,6,68,144,0,20
"Nod1","Nod1",0,34,6,48,19,0
"Smim3","Smim3",752,0,161,120,187,588
"Dlec1","Dlec1",0,0,0,36,0,0
"Mturn","Mturn",89,430,428,211,292,60
"Csf3","Csf3",0,0,0,0,0,188
"Rnf144b","Rnf144b",967,354,524,619,56,961
"Cdkn2aip","Cdkn2aip",892,73,165,0,107,323
"Galnt11","Galnt11",979,457,497,287,187,201
"Fkbp14","Fkbp14",377,0,0,0,0,0
"Tmem237","Tmem237",660,128,161,141,261,194
"Kdm1b","Kdm1b",592,1,0,0,0,0
"Opa1","Opa1",5199,25,434,25,0,606
"Cnbd2","Cnbd2",0,32,17,56,27,14
"Atp13a4","Atp13a4",0,0,0,0,0,0
"Sbno1","Sbno1",3989,2291,2114,4617,3194,2739
"Trappc11","Trappc11",837,0,1256,0,0,0
"Phf20","Phf20",1464,132,993,448,610,336
"Fam210a","Fam210a",147,11,268,135,30,347
"Tbc1d32","Tbc1d32",622,0,0,4,0,0
"Mphosph9","Mphosph9",0,0,0,6,0,0
"Ccdc50","Ccdc50",1246,1348,448,716,505,491
"Tmem181a","Tmem181a",970,32,155,107,144,422
"Stox2","Stox2",25,11,15,0,0,0
"Snrk","Snrk",757,78,0,198,67,523
"Cd84","Cd84",6927,985,1028,182,258,1056
"Ormdl3","Ormdl3",834,535,320,536,592,170
"Prdm1","Prdm1",0,0,0,0,0,0
"Spon1","Spon1",0,0,0,0,13,0
"Atg5","Atg5",2130,165,0,111,89,66
"P3h2","P3h2",0,0,0,0,0,0
"Pde4dip","Pde4dip",1010,37,149,90,53,40
"Ttc39b","Ttc39b",710,78,265,117,67,7
"Enpp6","Enpp6",0,0,48,0,97,0
"Fam126b","Fam126b",1190,256,467,59,1,475
"Mylip","Mylip",238,32,249,146,319,816
"Slc43a2","Slc43a2",914,368,565,155,98,608
"Slamf7","Slamf7",197,290,273,83,136,1830
"Spag4","Spag4",258,1660,1314,1770,1407,545
"Chpf2","Chpf2",2659,650,0,74,0,470
"Btbd10","Btbd10",292,265,0,42,0,0
"Kcna7","Kcna7",0,0,0,20,1,0
"Asb10","Asb10",0,4,334,79,228,42
"Prkab2","Prkab2",917,583,391,464,21,1
"Fbxo8","Fbxo8",732,151,427,87,0,40
"Pgap3","Pgap3",235,66,0,1,112,0
"Mfsd14b","Mfsd14b",866,347,330,58,273,523
"Tapbpl","Tapbpl",0,170,19,79,14,16
"Bend3","Bend3",0,104,0,202,91,296
"Cep44","Cep44",0,116,203,17,0,656
"Tlcd2","Tlcd2",168,0,0,16,0,0
"Primpol","Primpol",34,0,0,5,4,0
"F11r","F11r",0,0,0,0,0,0
"Hoxa7","Hoxa7",227,35,13,112,38,77
"Hrc","Hrc",28,20,0,5,0,9
"Pdss2","Pdss2",0,0,19,16,0,0
"Cep250","Cep250",1065,224,330,456,190,0
"Aox4","Aox4",0,0,8,0,0,0
"Mical2","Mical2",0,0,0,0,98,74
"Usp38","Usp38",507,24,268,29,0,1
"Ncapd2","Ncapd2",1,677,1565,770,581,127
"Hoxa5","Hoxa5",115,22,119,32,30,0
"Bcl9","Bcl9",48,9,6,23,0,0
"Trpm4","Trpm4",0,0,0,70,0,0
"Slc22a23","Slc22a23",0,0,0,0,0,0
"Ovca2","Ovca2",0,0,41,3,6,0
"Iffo1","Iffo1",0,20,0,4,72,0
"Fau","Fau",5930,6503,5741,7413,6559,7703
"Nop2","Nop2",3032,316,594,116,4,1580
"Ostm1","Ostm1",605,586,639,240,37,256
"Bphl","Bphl",0,0,124,47,104,496
"Smg6","Smg6",78,87,514,64,98,134
"Snx25","Snx25",0,335,758,963,678,279
"Ccdc155","Ccdc155",0,0,0,0,0,0
"Atg9b","Atg9b",0,511,154,253,64,0
"Wdr36","Wdr36",1543,578,310,141,0,924
"Snx10","Snx10",1443,392,1112,656,348,2087
"Afg1l","Afg1l",338,0,0,79,95,381
